Date,snp_close,btc_close
2023-09-27,4292.07,26217.38
2023-09-28,4317.27,26368.04
2023-09-29,4333.15,27020.31
2023-10-02,4300.58,27978.1
2023-10-03,4281.15,27609.13
2023-10-04,4268.5,27419.23
2023-10-05,4267.13,27778.6
2023-10-06,4324.1,27422.6
2023-10-09,4341.73,27932.44
2023-10-10,4385.46,27584.1
2023-10-11,4378.64,27390.34
2023-10-12,4385.85,26844.46
2023-10-13,4377.1,26738.45
2023-10-16,4383.33,27146.62
2023-10-17,4393.57,28502.1
2023-10-18,4364.2,28407.42
2023-10-19,4339.54,28322.73
2023-10-20,4276.56,28695.97
2023-10-23,4255.84,29965.01
2023-10-24,4259.38,32941.46
2023-10-25,4232.42,33856
2023-10-26,4183.6,34464.23
2023-10-27,4156.7,34148.86
2023-10-30,4177.47,34535.58
2023-10-31,4195.55,34486.77
2023-11-01,4245.64,34650.03
2023-11-02,4319.72,35428.26
2023-11-03,4373.62,34918.05
2023-11-06,4372.21,35022.44
2023-11-07,4386.26,35019.43
2023-11-08,4391.2,35423.24
2023-11-09,4393.4,35680.29
2023-11-10,4418.03,36775.23
2023-11-13,4421.76,37035.03
2023-11-14,4508.67,36531.68
2023-11-15,4521.17,35540.04
2023-11-16,4511.99,37863.66
2023-11-17,4520.12,36223.54
2023-11-20,4557.11,37388.51
2023-11-21,4542.14,37465.89
2023-11-22,4568.43,35942.19
2023-11-24,4560.31,37294.4
2023-11-27,4560.52,37478.11
2023-11-28,4568.14,37268.83
2023-11-29,4587.64,37776.89
